일련번호,나이,학력,성별,정신건강,전문직,개발공부기간,연차,국적,연봉,보유기술개수
DEV21277,>35,Other,Woman,Yes,Dev,3,2,United States of America,85000.0,26.0
DEV21278,<35,Undergraduate,Man,No,Dev,10,8,United States of America,140000.0,11.0
DEV21279,<35,Undergraduate,Man,No,Dev,13,10,United Kingdom of Great Britain and Northern Ireland,62820.0,12.0
DEV21280,<35,Other,Man,Yes,Dev,10,3,United Kingdom of Great Britain and Northern Ireland,103987.0,30.0
DEV21281,<35,Undergraduate,Man,No,Dev,13,3,Canada,31392.0,3.0
DEV21282,<35,Undergraduate,Man,Yes,Dev,6,2,United States of America,103000.0,8.0
DEV21283,<35,Undergraduate,Man,No,Dev,10,5,United States of America,73000.0,19.0
DEV21284,>35,Master,Man,No,Dev,32,20,Germany,95979.0,8.0
DEV21285,<35,Undergraduate,Man,No,Dev,11,9,Germany,47990.0,12.0
DEV21286,<35,Undergraduate,Man,No,Dev,15,9,Canada,134695.0,11.0
DEV21287,>35,Master,Man,No,Dev,20,12,Canada,117126.0,13.0
DEV21288,<35,Other,Man,No,Dev,3,2,United States of America,65000.0,12.0
DEV21289,<35,Undergraduate,Man,Yes,Dev,6,5,United States of America,160000.0,14.0
DEV21290,<35,NoHigherEd,Man,No,Dev,2,2,India,19346.0,7.0
DEV21291,<35,Undergraduate,NonBinary,Yes,Dev,7,5,United States of America,150000.0,27.0
DEV21292,<35,Master,Man,No,Dev,6,0,United Kingdom of Great Britain and Northern Ireland,35179.0,12.0
DEV21293,>35,Other,Man,Yes,Dev,27,25,United States of America,86000.0,6.0
DEV21294,<35,Master,Man,No,Dev,5,0,United Kingdom of Great Britain and Northern Ireland,43974.0,9.0
DEV21295,<35,Master,Man,No,Dev,8,3,United Kingdom of Great Britain and Northern Ireland,62820.0,23.0
DEV21296,<35,Undergraduate,Woman,No,Dev,4,1,Canada,41775.0,9.0
DEV21297,>35,Undergraduate,Man,Yes,NotDev,20,16,United States of America,116000.0,10.0
DEV21298,<35,Undergraduate,Man,No,Dev,9,6,United States of America,120000.0,9.0
DEV21299,>35,Undergraduate,Man,No,Dev,22,14,United States of America,115200.0,14.0
DEV21300,>35,Other,NonBinary,Yes,Dev,20,19,United States of America,160000.0,18.0
DEV21301,>35,PhD,Man,No,NotDev,46,37,United States of America,22000.0,2.0
DEV21302,>35,Undergraduate,Man,No,Dev,15,11,United States of America,96000.0,27.0
DEV21303,<35,Undergraduate,Man,No,Dev,10,6,Germany,42657.0,20.0
DEV21304,<35,Master,Man,No,Dev,8,7,United Kingdom of Great Britain and Northern Ireland,59679.0,9.0
DEV21305,<35,Undergraduate,Man,No,Dev,10,4,India,11607.0,16.0
DEV21306,>35,Other,Man,No,Dev,36,22,United States of America,114000.0,15.0
DEV21307,>35,Undergraduate,Man,No,Dev,25,17,United States of America,200000.0,15.0
DEV21308,>35,Undergraduate,Woman,No,Dev,14,14,United States of America,92700.0,4.0
DEV21309,<35,Master,Man,No,Dev,20,7,United Kingdom of Great Britain and Northern Ireland,100511.0,3.0
DEV21310,<35,Undergraduate,Man,No,NotDev,2,2,United States of America,57000.0,9.0
DEV21311,>35,Other,Man,Yes,Dev,10,10,United States of America,190000.0,10.0
DEV21312,>35,Undergraduate,Man,Yes,Dev,20,15,United States of America,103000.0,12.0
DEV21313,>35,Undergraduate,Man,No,Dev,30,19,United Kingdom of Great Britain and Northern Ireland,177650.0,6.0
DEV21314,<35,PhD,Man,No,Dev,13,6,United States of America,80000.0,18.0
DEV21315,>35,Other,Man,Yes,Dev,40,35,United States of America,168000.0,3.0
DEV21316,>35,Undergraduate,Man,No,Dev,5,5,United States of America,140000.0,8.0
DEV21317,<35,Undergraduate,Man,No,Dev,10,4,Germany,63986.0,16.0
DEV21318,<35,Other,Man,Yes,Dev,3,1,United States of America,100000.0,9.0
DEV21319,<35,Undergraduate,Man,No,Dev,10,3,India,9028.0,34.0
DEV21320,<35,Undergraduate,Man,No,Dev,11,4,India,12897.0,10.0
DEV21321,>35,Master,Man,No,NotDev,25,22,Canada,109318.0,11.0
DEV21322,<35,Undergraduate,Man,Yes,Dev,12,14,Canada,126496.0,17.0
DEV21323,<35,Master,Man,No,Dev,5,3,United States of America,165000.0,22.0
DEV21324,<35,Undergraduate,Man,Yes,Dev,12,7,United Kingdom of Great Britain and Northern Ireland,125639.0,22.0
DEV21325,>35,Undergraduate,Man,No,Dev,20,15,United States of America,170000.0,10.0
DEV21326,>35,Undergraduate,Man,No,Dev,30,20,Germany,87448.0,8.0
DEV21327,<35,Master,Man,No,Dev,11,5,Germany,81673.0,12.0
DEV21328,>35,Undergraduate,Man,No,Dev,19,15,Canada,156168.0,23.0
DEV21329,>35,Undergraduate,Man,Yes,Dev,16,16,United Kingdom of Great Britain and Northern Ireland,113075.0,5.0
DEV21330,>35,Undergraduate,NonBinary,Yes,Dev,26,15,United States of America,182000.0,14.0
DEV21331,<35,Master,Man,No,Dev,8,6,United States of America,170000.0,8.0
DEV21332,>35,PhD,Man,No,Dev,20,5,United States of America,92000.0,7.0
DEV21333,>35,Master,Man,No,Dev,40,38,United States of America,114000.0,2.0
DEV21334,>35,PhD,Man,Yes,NotDev,22,9,Germany,67248.0,2.0
DEV21335,>35,PhD,Man,No,Dev,12,8,Canada,80000.0,12.0
DEV21336,<35,PhD,Man,No,Dev,12,10,United States of America,111000.0,5.0
DEV21337,<35,Other,Man,No,Dev,10,4,United States of America,153500.0,16.0
DEV21338,<35,Master,Man,No,Dev,6,3,Germany,42657.0,14.0
DEV21339,>35,Master,Man,No,Dev,18,8,United States of America,175000.0,8.0
DEV21340,<35,Master,Man,No,Dev,12,9,Germany,52255.0,25.0
DEV21341,<35,Master,Man,No,Dev,6,2,United States of America,140000.0,4.0
DEV21342,<35,Master,Man,Yes,Dev,15,8,Germany,95979.0,14.0
DEV21343,<35,Undergraduate,Man,No,Dev,20,15,United Kingdom of Great Britain and Northern Ireland,75384.0,17.0
DEV21344,>35,Master,Man,No,Dev,20,19,India,38692.0,9.0
DEV21345,>35,Undergraduate,Man,No,Dev,25,20,United States of America,160000.0,14.0
DEV21346,>35,Master,Man,No,Dev,16,12,United States of America,130000.0,11.0
DEV21347,<35,Undergraduate,NonBinary,Yes,Dev,15,6,United States of America,110000.0,12.0
DEV21348,<35,Master,Man,Yes,Dev,12,7,United Kingdom of Great Britain and Northern Ireland,69102.0,5.0
DEV21349,>35,Undergraduate,Man,No,Dev,27,24,United States of America,142000.0,17.0
DEV21350,>35,Undergraduate,Man,No,Dev,26,11,United Kingdom of Great Britain and Northern Ireland,65332.0,19.0
DEV21351,<35,Undergraduate,Man,No,Dev,10,6,United States of America,150000.0,14.0
DEV21352,>35,Undergraduate,Man,No,Dev,24,18,United States of America,180000.0,23.0
DEV21353,>35,Undergraduate,Man,Yes,Dev,36,31,United States of America,205000.0,19.0
DEV21354,>35,Undergraduate,Man,Yes,Dev,23,7,United States of America,140000.0,8.0
DEV21355,<35,Undergraduate,Man,Yes,Dev,15,15,United States of America,185000.0,33.0
DEV21356,>35,Undergraduate,Man,No,Dev,30,22,United States of America,98000.0,13.0
DEV21357,<35,Undergraduate,Man,Yes,Dev,15,3,United Kingdom of Great Britain and Northern Ireland,36184.0,5.0
DEV21358,<35,Undergraduate,Man,No,Dev,5,3,United States of America,95000.0,14.0
DEV21359,>35,Undergraduate,Man,No,Dev,25,22,United Kingdom of Great Britain and Northern Ireland,72243.0,3.0
DEV21360,<35,Undergraduate,Woman,Yes,Dev,6,0,United Kingdom of Great Britain and Northern Ireland,41461.0,8.0
DEV21361,>35,Undergraduate,Man,Yes,Dev,30,25,United States of America,120000.0,8.0
DEV21362,<35,Undergraduate,Man,No,Dev,8,4,United States of America,130000.0,16.0
DEV21363,>35,Master,Man,No,NotDev,36,32,United States of America,205000.0,2.0
DEV21364,>35,Undergraduate,Man,No,Dev,30,20,United States of America,60000.0,24.0
DEV21365,>35,Other,Man,No,Dev,22,7,United States of America,160000.0,16.0
DEV21366,<35,Undergraduate,Man,Yes,Dev,9,2,Germany,58654.0,3.0
DEV21367,<35,Undergraduate,Man,No,Dev,20,12,India,51589.0,20.0
DEV21368,>35,Undergraduate,Man,No,Dev,16,11,United States of America,185000.0,11.0
DEV21369,<35,Undergraduate,Man,No,Dev,15,4,United States of America,110000.0,8.0
DEV21370,>35,PhD,Man,No,Dev,22,14,United Kingdom of Great Britain and Northern Ireland,61563.0,16.0
DEV21371,>35,Master,Man,Yes,Dev,8,7,United States of America,82000.0,2.0
DEV21372,>35,Undergraduate,Man,No,Dev,22,22,United States of America,190000.0,15.0
DEV21373,<35,Undergraduate,Man,No,Dev,6,2,Germany,74651.0,8.0
DEV21374,<35,Undergraduate,Man,No,Dev,8,5,United States of America,159000.0,3.0
DEV21375,>35,Undergraduate,Man,Yes,Dev,2,0,United States of America,82000.0,22.0
DEV21376,>35,Undergraduate,Man,No,Dev,30,17,United States of America,160000.0,24.0
DEV21377,<35,Undergraduate,Man,No,Dev,10,6,United States of America,170000.0,18.0
DEV21378,>35,Undergraduate,Man,Yes,Dev,26,23,United Kingdom of Great Britain and Northern Ireland,150767.0,16.0
DEV21379,<35,Undergraduate,Man,No,Dev,6,5,United States of America,72000.0,9.0
DEV21380,<35,Undergraduate,Man,No,Dev,5,5,United States of America,115000.0,4.0
DEV21381,<35,Undergraduate,Man,No,Dev,14,9,Germany,76788.0,7.0
DEV21382,>35,Undergraduate,Man,Yes,Dev,12,11,United States of America,200000.0,3.0
DEV21383,>35,Other,Man,No,Dev,28,25,United States of America,107000.0,5.0
DEV21384,<35,Undergraduate,Man,No,Dev,10,7,United States of America,150000.0,13.0
DEV21385,>35,Undergraduate,Man,No,Dev,14,11,Germany,88514.0,23.0
DEV21386,>35,PhD,Man,No,Dev,25,18,United States of America,215000.0,13.0
DEV21387,>35,Undergraduate,Man,Yes,Dev,21,17,United States of America,110000.0,11.0
DEV21388,>35,Undergraduate,Man,No,Dev,23,15,United States of America,110000.0,10.0
DEV21389,>35,PhD,Man,No,Dev,40,13,United States of America,80000.0,8.0
DEV21390,<35,Undergraduate,Man,Yes,Dev,11,7,United States of America,125000.0,6.0
DEV21391,>35,Master,Man,Yes,Dev,25,17,United States of America,210000.0,18.0
DEV21392,>35,Undergraduate,Man,No,Dev,25,8,United States of America,167000.0,11.0
DEV21393,>35,Other,Man,No,Dev,40,16,United States of America,50000.0,7.0
DEV21394,>35,Other,Man,Yes,NotDev,30,7,United States of America,88000.0,19.0
DEV21395,>35,Undergraduate,Man,No,Dev,22,18,United States of America,180000.0,11.0
DEV21396,<35,Master,Man,No,Dev,10,4,India,94404.0,24.0
DEV21397,>35,Master,Man,No,Dev,31,9,Germany,42228.0,8.0
DEV21398,<35,PhD,Man,No,NotDev,10,6,United States of America,97000.0,3.0
DEV21399,<35,Undergraduate,Man,Yes,Dev,3,1,United Kingdom of Great Britain and Northern Ireland,50256.0,17.0
DEV21400,>35,Undergraduate,Man,No,Dev,42,40,United States of America,150000.0,34.0
DEV21401,<35,Master,Man,No,Dev,10,5,United States of America,73000.0,8.0
DEV21402,<35,Undergraduate,Woman,No,Dev,4,0,United States of America,65000.0,10.0
DEV21403,<35,Undergraduate,Man,No,Dev,16,12,United States of America,115000.0,16.0
DEV21404,<35,Undergraduate,Man,No,Dev,9,5,United States of America,160000.0,17.0
DEV21405,<35,Other,Man,Yes,Dev,22,11,Germany,44796.0,19.0
DEV21406,<35,Master,Man,No,Dev,16,10,Germany,159966.0,2.0
DEV21407,<35,Undergraduate,Man,No,Dev,9,5,India,46430.0,15.0
DEV21408,>35,Master,Man,Yes,Dev,7,5,Canada,62467.0,8.0
DEV21409,<35,Undergraduate,Man,No,Dev,9,8,India,64486.0,12.0
DEV21410,<35,Undergraduate,Man,No,Dev,11,7,United States of America,80000.0,10.0
DEV21411,<35,NoHigherEd,Man,Yes,Dev,7,6,United Kingdom of Great Britain and Northern Ireland,55910.0,10.0
DEV21412,<35,Master,Man,No,NotDev,7,6,United Kingdom of Great Britain and Northern Ireland,131921.0,11.0
DEV21413,<35,Undergraduate,Man,No,Dev,12,8,United States of America,87500.0,9.0
DEV21414,>35,Master,Man,No,Dev,27,22,United Kingdom of Great Britain and Northern Ireland,125639.0,3.0
DEV21415,>35,Master,Man,No,Dev,30,18,Canada,136647.0,24.0
DEV21416,>35,Undergraduate,Man,No,Dev,44,38,United States of America,137000.0,3.0
DEV21417,<35,Undergraduate,Man,No,Dev,4,3,United States of America,90000.0,22.0
DEV21418,>35,Undergraduate,Man,No,Dev,8,6,Germany,91714.0,18.0
DEV21419,>35,Undergraduate,Man,No,Dev,16,13,Canada,167881.0,7.0
DEV21420,>35,Master,Man,No,Dev,29,18,United Kingdom of Great Britain and Northern Ireland,94230.0,7.0
DEV21421,<35,Other,Man,Yes,Dev,11,5,United States of America,150000.0,4.0
DEV21422,<35,Master,Man,No,Dev,2,2,India,77388.0,9.0
DEV21423,<35,Undergraduate,Man,Yes,Dev,10,6,United States of America,180000.0,13.0
DEV21424,>35,Other,Man,No,Dev,5,5,United States of America,94600.0,4.0
DEV21425,<35,Undergraduate,Man,No,Dev,19,5,United States of America,135000.0,16.0
DEV21426,>35,Other,Man,Yes,Dev,34,15,United States of America,215000.0,14.0
DEV21427,>35,Undergraduate,Woman,Yes,Dev,9,6,United States of America,207000.0,19.0
DEV21428,<35,Undergraduate,Man,Yes,Dev,4,1,United States of America,109953.0,13.0
DEV21429,<35,Undergraduate,Man,No,Dev,9,3,United States of America,120000.0,10.0
DEV21430,<35,Master,NonBinary,No,Dev,3,3,United States of America,100000.0,16.0
DEV21431,<35,PhD,Man,No,NotDev,22,9,Germany,74651.0,4.0
DEV21432,>35,Other,Man,No,Dev,32,26,United States of America,150000.0,4.0
DEV21433,<35,Undergraduate,Man,No,Dev,8,4,United States of America,210000.0,13.0
DEV21434,>35,Other,Man,Yes,Dev,33,25,United States of America,115000.0,9.0
DEV21435,>35,Undergraduate,Man,No,Dev,20,15,United States of America,185000.0,10.0
DEV21436,<35,Undergraduate,Man,No,Dev,6,3,India,10318.0,12.0
DEV21437,<35,Undergraduate,Man,No,Dev,8,4,United States of America,140000.0,12.0
DEV21438,>35,Undergraduate,Man,Yes,Dev,44,40,Canada,85893.0,9.0
DEV21439,>35,PhD,Man,Yes,NotDev,14,13,United States of America,98000.0,3.0
DEV21440,<35,Master,Man,Yes,Dev,4,1,United Kingdom of Great Britain and Northern Ireland,66589.0,22.0
DEV21441,>35,Master,Man,Yes,Dev,17,13,United States of America,150000.0,12.0
DEV21442,>35,Other,Man,No,Dev,14,11,United States of America,150000.0,16.0
DEV21443,<35,Undergraduate,Man,No,Dev,5,4,United Kingdom of Great Britain and Northern Ireland,87948.0,25.0
DEV21444,>35,Other,Man,No,Dev,20,16,United States of America,150000.0,9.0
DEV21445,<35,PhD,Man,No,NotDev,15,10,United States of America,85000.0,8.0
DEV21446,<35,Master,Man,No,Dev,8,7,United States of America,210000.0,25.0
DEV21447,<35,NoHigherEd,Man,Yes,Dev,6,4,United Kingdom of Great Britain and Northern Ireland,37692.0,15.0
DEV21448,<35,Undergraduate,Man,No,Dev,3,3,Germany,47990.0,11.0
DEV21449,<35,NoHigherEd,Man,No,Dev,8,4,Germany,42657.0,17.0
DEV21450,>35,Undergraduate,Man,Yes,Dev,5,2,United Kingdom of Great Britain and Northern Ireland,43974.0,10.0
DEV21451,<35,Undergraduate,Man,No,Dev,9,4,United States of America,120000.0,24.0
DEV21452,>35,Master,NonBinary,No,Dev,30,13,Germany,63986.0,9.0
DEV21453,<35,Undergraduate,Man,No,Dev,18,11,Canada,66372.0,19.0
DEV21454,<35,Other,NonBinary,No,Dev,10,2,United States of America,76000.0,20.0
DEV21455,<35,Undergraduate,Man,No,Dev,12,5,United States of America,105000.0,17.0
DEV21456,<35,Other,Man,Yes,Dev,9,6,United Kingdom of Great Britain and Northern Ireland,52266.0,12.0
DEV21457,<35,Undergraduate,Man,Yes,Dev,14,11,Canada,182717.0,10.0
DEV21458,<35,Other,Man,No,Dev,10,6,United Kingdom of Great Britain and Northern Ireland,50256.0,27.0
DEV21459,<35,Master,Man,No,Dev,25,14,Germany,106644.0,21.0
DEV21460,>35,Other,Man,Yes,Dev,25,13,United States of America,102000.0,18.0
DEV21461,>35,Other,Man,No,Dev,23,10,United States of America,190400.0,31.0
DEV21462,<35,Undergraduate,Man,No,Dev,8,6,United States of America,125000.0,15.0
DEV21463,<35,Undergraduate,Man,No,Dev,15,9,United States of America,130000.0,15.0
DEV21464,<35,Undergraduate,Man,No,Dev,12,4,Germany,33912.0,8.0
DEV21465,>35,Master,Woman,Yes,Dev,20,22,United States of America,150000.0,14.0
DEV21466,<35,Undergraduate,Man,No,Dev,7,7,United States of America,180000.0,26.0
DEV21467,<35,Undergraduate,Man,No,Dev,11,5,United States of America,140000.0,23.0
DEV21468,<35,Undergraduate,Man,Yes,Dev,8,6,United States of America,63000.0,17.0
DEV21469,>35,Master,Man,No,Dev,14,11,United States of America,140000.0,12.0
DEV21470,<35,Undergraduate,Man,No,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,75384.0,14.0
DEV21471,>35,Undergraduate,Man,Yes,Dev,12,8,United States of America,135000.0,24.0
DEV21472,<35,Undergraduate,Man,Yes,Dev,12,7,Canada,163977.0,10.0
DEV21473,<35,Undergraduate,Man,No,Dev,9,2,United States of America,85500.0,41.0
DEV21474,>35,Master,Man,Yes,Dev,27,26,United States of America,149000.0,8.0
DEV21475,>35,Undergraduate,Man,Yes,Dev,18,12,United States of America,150000.0,11.0
DEV21476,>35,Undergraduate,Man,No,Dev,22,13,Germany,60787.0,18.0
DEV21477,<35,Other,Man,No,Dev,12,6,United States of America,85000.0,14.0
DEV21478,>35,Undergraduate,Man,No,Dev,25,17,Canada,136647.0,8.0
DEV21479,<35,Undergraduate,Man,Yes,NotDev,4,4,Germany,31993.0,16.0
DEV21480,>35,Undergraduate,Man,No,Dev,18,15,Canada,132743.0,29.0
DEV21481,<35,Master,Man,No,Dev,10,8,United States of America,180000.0,19.0
DEV21482,<35,Master,NonBinary,No,Dev,5,5,United States of America,103000.0,3.0
DEV21483,<35,Undergraduate,Man,No,Dev,5,1,United States of America,55000.0,7.0
DEV21484,<35,Undergraduate,Woman,No,Dev,12,7,United States of America,116337.0,13.0
DEV21485,<35,Undergraduate,Man,Yes,Dev,8,4,United States of America,112000.0,9.0
DEV21486,<35,NoHigherEd,Man,No,Dev,6,5,United Kingdom of Great Britain and Northern Ireland,106793.0,19.0
DEV21487,<35,Undergraduate,Man,Yes,Dev,12,4,Canada,195210.0,9.0
DEV21488,<35,Undergraduate,Man,Yes,Dev,5,4,United States of America,98000.0,10.0
DEV21489,>35,Undergraduate,NonBinary,No,Dev,20,18,United States of America,145000.0,9.0
DEV21490,<35,Undergraduate,Man,No,Dev,6,3,United States of America,55000.0,17.0
DEV21491,<35,Undergraduate,Man,No,Dev,5,3,India,6960.0,14.0
DEV21492,>35,Other,Man,No,Dev,12,12,United Kingdom of Great Britain and Northern Ireland,87948.0,5.0
DEV21493,>35,Undergraduate,Man,No,Dev,18,11,United States of America,108000.0,19.0
DEV21494,<35,Master,Man,No,NotDev,11,4,Germany,39885.0,7.0
DEV21495,<35,Undergraduate,Man,No,Dev,13,9,United States of America,150000.0,19.0
DEV21496,>35,Master,Man,Yes,NotDev,14,8,United States of America,150000.0,10.0
DEV21497,<35,Other,NonBinary,Yes,Dev,7,2,United Kingdom of Great Britain and Northern Ireland,32666.0,22.0
DEV21498,>35,PhD,Man,Yes,Dev,14,14,United States of America,200000.0,2.0
DEV21499,>35,Undergraduate,Man,Yes,Dev,25,20,United States of America,189000.0,11.0
DEV21500,<35,Master,Man,No,Dev,7,5,United States of America,200000.0,16.0
DEV21501,<35,Undergraduate,Man,Yes,Dev,10,7,Canada,74180.0,14.0
DEV21502,>35,Undergraduate,Man,No,Dev,21,20,United States of America,90000.0,8.0
DEV21503,<35,Undergraduate,Man,No,Dev,11,8,Germany,57588.0,4.0
DEV21504,>35,Master,Woman,Yes,Dev,7,6,United States of America,181000.0,24.0
DEV21505,>35,Undergraduate,Man,No,Dev,23,14,Canada,195210.0,12.0
DEV21506,<35,Undergraduate,Man,No,Dev,5,1,Canada,54659.0,10.0
DEV21507,<35,Master,Man,No,Dev,17,11,Canada,101509.0,19.0
DEV21508,<35,Undergraduate,Man,No,Dev,11,7,United States of America,205000.0,20.0
DEV21509,<35,Master,Man,No,Dev,6,3,Germany,74651.0,11.0
DEV21510,<35,Master,Man,No,NotDev,4,2,Germany,37325.0,4.0
DEV21511,>35,NoHigherEd,Man,No,Dev,25,22,Germany,63986.0,14.0
DEV21512,<35,Undergraduate,Man,No,Dev,6,5,United States of America,97500.0,14.0
DEV21513,<35,Undergraduate,Man,No,Dev,5,6,India,23220.0,28.0
DEV21514,<35,Undergraduate,Man,No,Dev,6,0,United States of America,85000.0,1.0
DEV21515,<35,Undergraduate,Man,Yes,Dev,15,10,United States of America,110000.0,3.0
DEV21516,>35,Master,Man,No,Dev,15,8,United States of America,200000.0,16.0
DEV21517,<35,Other,Man,No,Dev,6,3,Canada,46850.0,19.0
DEV21518,<35,Undergraduate,Man,Yes,Dev,11,4,United States of America,110000.0,15.0
DEV21519,>35,Master,Man,No,Dev,15,5,Germany,61853.0,12.0
DEV21520,<35,Master,Man,No,Dev,12,4,United States of America,42000.0,20.0
DEV21521,>35,Undergraduate,Man,No,Dev,34,26,United States of America,125000.0,10.0
DEV21522,<35,Other,Woman,Yes,Dev,1,0,United States of America,65000.0,19.0
DEV21523,>35,Undergraduate,Man,Yes,Dev,3,0,United States of America,78000.0,20.0
DEV21524,>35,Undergraduate,Man,Yes,Dev,25,10,Canada,78084.0,9.0
DEV21525,<35,Undergraduate,Man,No,Dev,6,0,Canada,24600.0,3.0
DEV21526,<35,Undergraduate,Man,Yes,Dev,10,5,United States of America,110400.0,16.0
DEV21527,<35,Undergraduate,Woman,Yes,Dev,6,2,United States of America,109917.0,19.0
DEV21528,<35,Undergraduate,Man,Yes,NotDev,4,1,United States of America,65000.0,4.0
DEV21529,<35,Undergraduate,Man,No,Dev,10,4,Canada,85893.0,14.0
DEV21530,<35,Other,Woman,Yes,Dev,10,8,Germany,38388.0,11.0
DEV21531,<35,Undergraduate,Man,Yes,Dev,7,0,India,23215.0,20.0
DEV21532,>35,Other,Man,No,Dev,10,6,United States of America,105000.0,21.0
DEV21533,>35,Undergraduate,Man,No,Dev,24,6,United States of America,115000.0,5.0
DEV21534,>35,NoHigherEd,Man,No,Dev,29,19,United States of America,200000.0,14.0
DEV21535,>35,Undergraduate,Man,Yes,Dev,7,3,United States of America,91000.0,17.0
DEV21536,>35,Undergraduate,Man,No,Dev,7,6,United States of America,140000.0,16.0
DEV21537,<35,Undergraduate,Man,No,Dev,8,4,United States of America,120000.0,7.0
DEV21538,>35,Undergraduate,Man,No,NotDev,12,9,United States of America,130000.0,10.0
DEV21539,>35,PhD,Man,Yes,Dev,7,6,United States of America,117000.0,5.0
DEV21540,>35,Undergraduate,Woman,No,Dev,35,29,United States of America,165000.0,18.0
DEV21541,>35,Undergraduate,Man,Yes,Dev,12,10,United States of America,130000.0,24.0
DEV21542,>35,Undergraduate,Man,Yes,Dev,27,23,Canada,101509.0,16.0
DEV21543,<35,Undergraduate,Man,No,Dev,15,8,United States of America,120000.0,14.0
DEV21544,>35,Undergraduate,Man,No,Dev,25,16,United States of America,120000.0,10.0
DEV21545,>35,Other,Man,No,Dev,24,15,Canada,65817.0,27.0
DEV21546,<35,Undergraduate,Man,No,Dev,5,0,United States of America,66000.0,12.0
DEV21547,<35,Undergraduate,NonBinary,Yes,Dev,5,5,United States of America,165000.0,20.0
DEV21548,>35,Undergraduate,Man,No,NotDev,30,23,United States of America,149000.0,7.0
DEV21549,<35,Undergraduate,NonBinary,Yes,Dev,6,6,United States of America,123923.0,17.0
DEV21550,>35,Undergraduate,Man,Yes,Dev,27,24,United States of America,200000.0,33.0
DEV21551,<35,Undergraduate,Man,Yes,Dev,12,10,United States of America,140000.0,13.0
DEV21552,<35,Master,Man,No,NotDev,5,3,Germany,57588.0,4.0
DEV21553,<35,Undergraduate,Man,No,Dev,20,14,United States of America,105000.0,6.0
DEV21554,<35,Other,Man,Yes,Dev,10,4,United States of America,65000.0,16.0
DEV21555,<35,Undergraduate,Man,Yes,Dev,8,5,United States of America,66000.0,12.0
DEV21556,<35,Undergraduate,Man,Yes,Dev,8,1,United States of America,144000.0,1.0
DEV21557,<35,Undergraduate,NonBinary,Yes,Dev,7,3,United States of America,115000.0,8.0
DEV21558,>35,Undergraduate,Woman,No,Dev,12,12,United States of America,170000.0,12.0
DEV21559,>35,Master,Man,Yes,Dev,26,26,United States of America,205000.0,5.0
DEV21560,>35,Master,Man,No,Dev,20,10,United States of America,50000.0,8.0
DEV21561,<35,Undergraduate,Man,No,Dev,6,4,United States of America,116748.0,11.0
DEV21562,>35,Undergraduate,Man,No,Dev,5,3,United States of America,100000.0,10.0
DEV21563,<35,Undergraduate,Man,Yes,Dev,10,8,India,15480.0,22.0
DEV21564,<35,Other,Man,Yes,NotDev,3,1,Canada,35138.0,5.0
DEV21565,<35,Undergraduate,Man,No,Dev,8,7,United States of America,90000.0,11.0
DEV21566,>35,Master,Man,No,Dev,30,21,Germany,103588.0,4.0
DEV21567,<35,NoHigherEd,Man,No,Dev,10,6,Germany,44790.0,12.0
DEV21568,<35,Undergraduate,Man,No,Dev,5,2,United States of America,56000.0,8.0
DEV21569,>35,Undergraduate,Man,No,Dev,25,20,United States of America,30000.0,17.0
DEV21570,<35,Undergraduate,Man,No,Dev,5,2,India,10318.0,12.0
DEV21571,>35,Other,Man,No,Dev,12,12,United States of America,150000.0,15.0
DEV21572,>35,Undergraduate,Man,No,NotDev,45,20,United Kingdom of Great Britain and Northern Ireland,67845.0,3.0
DEV21573,<35,Undergraduate,NonBinary,Yes,Dev,16,8,United States of America,205000.0,9.0
DEV21574,>35,Undergraduate,Man,No,Dev,2,4,Canada,58563.0,15.0
DEV21575,>35,Master,Man,Yes,Dev,22,17,United States of America,150000.0,16.0
DEV21576,<35,Undergraduate,Man,No,Dev,5,3,India,9028.0,3.0
DEV21577,<35,Undergraduate,Man,No,Dev,6,5,United States of America,74500.0,13.0
DEV21578,<35,NoHigherEd,Man,No,Dev,8,3,United Kingdom of Great Britain and Northern Ireland,63500.0,14.0
DEV21579,>35,Master,Man,No,Dev,22,19,United Kingdom of Great Britain and Northern Ireland,213600.0,9.0
DEV21580,<35,Undergraduate,Man,Yes,Dev,5,0,United States of America,80000.0,2.0
DEV21581,<35,Undergraduate,Woman,Yes,Dev,9,5,United States of America,80000.0,12.0
DEV21582,>35,Master,Man,Yes,Dev,15,10,India,38688.0,23.0
DEV21583,<35,Undergraduate,Man,No,Dev,5,2,United States of America,67000.0,13.0
DEV21584,<35,Other,Man,Yes,Dev,8,7,United States of America,150000.0,11.0
DEV21585,>35,PhD,Man,No,NotDev,15,12,United States of America,110000.0,2.0
DEV21586,>35,PhD,Man,No,Dev,20,18,United Kingdom of Great Britain and Northern Ireland,119357.0,10.0
DEV21587,>35,Undergraduate,Man,No,Dev,15,15,United States of America,175000.0,10.0
DEV21588,>35,Undergraduate,Man,Yes,Dev,30,20,Germany,95979.0,20.0
DEV21589,>35,Undergraduate,Man,No,Dev,10,7,United States of America,188292.0,4.0
DEV21590,<35,Undergraduate,Man,Yes,Dev,10,3,United States of America,122500.0,10.0
DEV21591,<35,Undergraduate,Man,No,Dev,5,2,Canada,38652.0,15.0
DEV21592,<35,Undergraduate,Man,No,Dev,13,10,United States of America,150000.0,11.0
DEV21593,>35,Master,Man,No,Dev,20,16,United States of America,160000.0,5.0
