일련번호,나이,학력,성별,정신건강,전문직,개발공부기간,연차,국적,연봉,보유기술개수
DEV21594,<35,Undergraduate,Man,No,Dev,12,9,Germany,58654.0,10.0
DEV21595,<35,Undergraduate,Man,No,Dev,5,4,United States of America,72000.0,14.0
DEV21596,<35,Undergraduate,Man,Yes,Dev,13,7,India,12252.0,17.0
DEV21597,<35,Master,Woman,No,Dev,15,9,United States of America,170000.0,12.0
DEV21598,>35,Other,Man,Yes,Dev,50,45,United States of America,20000.0,19.0
DEV21599,<35,Master,Man,No,Dev,10,6,Canada,140551.0,3.0
DEV21600,>35,Undergraduate,Man,Yes,Dev,24,20,United States of America,200000.0,26.0
DEV21601,<35,Master,Man,No,Dev,10,6,Germany,70385.0,15.0
DEV21602,<35,Master,Man,No,Dev,18,14,United States of America,122000.0,11.0
DEV21603,>35,Master,Man,No,Dev,29,25,United States of America,58000.0,9.0
DEV21604,<35,Undergraduate,Man,No,Dev,18,10,India,36112.0,28.0
DEV21605,>35,Undergraduate,Man,No,Dev,39,34,Canada,105414.0,13.0
DEV21606,<35,Master,Man,No,Dev,15,10,United States of America,150000.0,21.0
DEV21607,<35,Other,Man,No,Dev,12,7,India,3096.0,13.0
DEV21608,>35,Undergraduate,Man,No,Dev,31,23,United States of America,120000.0,11.0
DEV21609,<35,Undergraduate,Man,No,NotDev,7,4,United States of America,125000.0,9.0
DEV21610,>35,Undergraduate,Man,Yes,Dev,30,17,Germany,90647.0,11.0
DEV21611,>35,Undergraduate,Man,No,Dev,20,13,United Kingdom of Great Britain and Northern Ireland,94230.0,5.0
DEV21612,>35,Undergraduate,Man,No,Dev,25,17,United States of America,127000.0,12.0
DEV21613,>35,Master,Man,No,Dev,24,18,Canada,93701.0,14.0
DEV21614,>35,Undergraduate,Man,Yes,Dev,15,11,United States of America,150000.0,17.0
DEV21615,<35,Undergraduate,Man,No,Dev,19,10,United States of America,185000.0,13.0
DEV21616,<35,Undergraduate,Man,No,Dev,9,1,United States of America,75000.0,20.0
DEV21617,>35,Master,Man,Yes,Dev,12,7,United States of America,157000.0,18.0
DEV21618,<35,Undergraduate,Man,No,Dev,13,10,India,15324.0,8.0
DEV21619,<35,Master,Man,Yes,Dev,22,12,United States of America,163000.0,12.0
DEV21620,>35,NoHigherEd,Man,Yes,Dev,25,25,United States of America,193000.0,6.0
DEV21621,<35,NoHigherEd,Man,Yes,Dev,4,3,Germany,10104.0,27.0
DEV21622,>35,Undergraduate,Man,No,Dev,15,15,United States of America,155000.0,14.0
DEV21623,>35,Undergraduate,Man,No,NotDev,45,45,United States of America,80000.0,6.0
DEV21624,>35,Master,Man,Yes,Dev,16,12,United States of America,78000.0,27.0
DEV21625,>35,Undergraduate,Man,No,Dev,20,9,United States of America,172000.0,20.0
DEV21626,<35,Other,Man,No,Dev,2,2,Canada,93701.0,18.0
DEV21627,<35,Undergraduate,Man,No,Dev,11,3,United States of America,100000.0,4.0
DEV21628,<35,Undergraduate,Man,No,Dev,10,7,Canada,47631.0,21.0
DEV21629,>35,Master,Man,Yes,Dev,25,15,United States of America,190000.0,33.0
DEV21630,>35,Undergraduate,Man,No,Dev,32,26,United States of America,165000.0,7.0
DEV21631,>35,Master,Man,Yes,Dev,8,8,United States of America,202000.0,10.0
DEV21632,>35,Master,Man,No,Dev,30,25,United States of America,150000.0,15.0
DEV21633,>35,Master,Man,Yes,NotDev,6,5,United States of America,120000.0,5.0
DEV21634,>35,Undergraduate,Man,Yes,Dev,12,11,United States of America,163000.0,28.0
DEV21635,>35,Undergraduate,Man,Yes,Dev,12,7,United States of America,180000.0,9.0
DEV21636,>35,Other,Man,No,Dev,2,2,United States of America,200000.0,2.0
DEV21637,<35,Undergraduate,Man,No,Dev,14,10,United States of America,150000.0,9.0
DEV21638,<35,Undergraduate,Man,No,Dev,10,8,United States of America,200000.0,28.0
DEV21639,<35,Other,Man,Yes,Dev,7,4,Canada,85893.0,14.0
DEV21640,>35,Master,Man,No,Dev,22,17,United States of America,160000.0,33.0
DEV21641,<35,Undergraduate,Man,No,Dev,10,10,United States of America,150000.0,10.0
DEV21642,<35,Undergraduate,Man,No,Dev,10,6,Canada,145236.0,18.0
DEV21643,<35,Undergraduate,Man,No,Dev,9,9,Germany,74651.0,10.0
DEV21644,>35,PhD,Man,Yes,Dev,15,9,United States of America,144144.0,4.0
DEV21645,<35,Undergraduate,Man,Yes,Dev,4,2,United States of America,65000.0,15.0
DEV21646,<35,Undergraduate,Man,Yes,Dev,20,15,United States of America,210000.0,12.0
DEV21647,<35,NoHigherEd,Woman,Yes,Dev,6,3,United States of America,135000.0,9.0
DEV21648,<35,Master,Man,No,Dev,18,13,Germany,140772.0,8.0
DEV21649,>35,Master,Man,Yes,Dev,27,16,United Kingdom of Great Britain and Northern Ireland,75384.0,10.0
DEV21650,>35,Master,Woman,Yes,Dev,14,14,United States of America,118000.0,18.0
DEV21651,<35,Undergraduate,Man,Yes,Dev,9,8,United States of America,175000.0,10.0
DEV21652,>35,PhD,Man,Yes,NotDev,4,1,United States of America,87000.0,2.0
DEV21653,>35,Master,Man,No,Dev,12,12,India,18576.0,29.0
DEV21654,>35,Undergraduate,Man,No,Dev,30,24,United States of America,175000.0,21.0
DEV21655,<35,Undergraduate,Man,No,Dev,12,4,United States of America,110000.0,15.0
DEV21656,<35,Undergraduate,Man,No,Dev,8,3,Canada,85893.0,27.0
DEV21657,<35,Undergraduate,Man,No,Dev,6,4,India,7738.0,20.0
DEV21658,>35,Undergraduate,Man,No,NotDev,7,5,United States of America,120000.0,22.0
DEV21659,<35,Master,Man,No,Dev,17,10,United States of America,165000.0,7.0
DEV21660,<35,Undergraduate,Man,No,Dev,14,12,United States of America,113000.0,13.0
DEV21661,<35,NoHigherEd,Woman,Yes,Dev,6,2,United States of America,24000.0,26.0
DEV21662,<35,Undergraduate,Man,No,NotDev,13,4,United Kingdom of Great Britain and Northern Ireland,10050.0,7.0
DEV21663,>35,Undergraduate,Man,Yes,Dev,20,17,Canada,56220.0,18.0
DEV21664,>35,Undergraduate,Man,Yes,Dev,17,11,Canada,85893.0,14.0
DEV21665,<35,Undergraduate,Man,No,Dev,6,2,Canada,66372.0,24.0
DEV21666,<35,NoHigherEd,Man,No,Dev,10,7,Canada,109318.0,19.0
DEV21667,<35,Undergraduate,Man,No,Dev,19,11,United States of America,144000.0,20.0
DEV21668,>35,Undergraduate,Man,No,Dev,26,9,United States of America,70000.0,13.0
DEV21669,<35,Undergraduate,Man,Yes,Dev,8,7,United Kingdom of Great Britain and Northern Ireland,51261.0,19.0
DEV21670,>35,NoHigherEd,Man,No,Dev,23,20,United States of America,140000.0,15.0
DEV21671,>35,Undergraduate,Man,Yes,Dev,26,16,United States of America,200000.0,35.0
DEV21672,<35,Undergraduate,Man,Yes,Dev,23,0,United States of America,78000.0,13.0
DEV21673,<35,Master,Man,No,Dev,10,3,United States of America,165000.0,17.0
DEV21674,<35,Undergraduate,Man,No,Dev,12,7,Canada,165538.0,15.0
DEV21675,>35,Undergraduate,Man,Yes,NotDev,30,15,United States of America,85000.0,9.0
DEV21676,>35,PhD,Man,No,Dev,25,15,Germany,85315.0,11.0
DEV21677,<35,Undergraduate,Man,No,Dev,10,5,United States of America,200000.0,11.0
DEV21678,<35,Other,Man,No,Dev,5,3,United States of America,48000.0,7.0
DEV21679,<35,NoHigherEd,Man,No,Dev,7,6,United States of America,210000.0,17.0
DEV21680,<35,Undergraduate,Man,No,Dev,12,8,India,39981.0,33.0
DEV21681,>35,Master,Man,No,Dev,27,22,United States of America,156056.0,12.0
DEV21682,>35,Master,Man,No,Dev,6,3,United States of America,67000.0,13.0
DEV21683,>35,Undergraduate,Woman,Yes,Dev,22,5,United States of America,44000.0,15.0
DEV21684,>35,Other,Man,No,Dev,28,17,United States of America,180000.0,10.0
DEV21685,>35,Undergraduate,Man,No,Dev,35,35,United States of America,180000.0,21.0
DEV21686,>35,Master,Man,No,Dev,35,34,United States of America,85000.0,16.0
DEV21687,>35,PhD,Man,No,Dev,22,10,United Kingdom of Great Britain and Northern Ireland,165691.0,19.0
DEV21688,>35,Master,Man,No,Dev,27,14,United States of America,150000.0,15.0
DEV21689,<35,Undergraduate,Man,No,Dev,12,7,India,34307.0,2.0
DEV21690,<35,Undergraduate,Man,Yes,Dev,12,1,United States of America,68000.0,16.0
DEV21691,<35,PhD,Woman,Yes,Dev,26,7,United States of America,108000.0,15.0
DEV21692,<35,PhD,Man,No,Dev,10,2,United States of America,125000.0,5.0
DEV21693,<35,Undergraduate,Man,No,Dev,13,10,United States of America,107000.0,15.0
DEV21694,>35,Undergraduate,Man,No,Dev,40,30,United States of America,172500.0,3.0
DEV21695,>35,Undergraduate,Man,Yes,Dev,11,7,United States of America,86700.0,7.0
DEV21696,<35,Master,Man,No,Dev,10,5,United States of America,135000.0,11.0
DEV21697,>35,Other,Man,No,Dev,24,22,United States of America,185000.0,22.0
DEV21698,<35,Master,Man,No,Dev,13,7,United Kingdom of Great Britain and Northern Ireland,75384.0,17.0
DEV21699,>35,Undergraduate,Man,No,NotDev,14,14,United States of America,134000.0,5.0
DEV21700,<35,Undergraduate,Man,No,Dev,18,7,Germany,65053.0,13.0
DEV21701,>35,Master,Man,No,Dev,25,20,Germany,127972.0,16.0
DEV21702,<35,Undergraduate,Man,Yes,Dev,10,6,India,9028.0,15.0
DEV21703,<35,Undergraduate,Man,No,Dev,10,6,United States of America,80000.0,5.0
DEV21704,<35,Undergraduate,Man,No,Dev,14,10,India,18056.0,5.0
DEV21705,<35,Undergraduate,Man,No,Dev,3,2,United Kingdom of Great Britain and Northern Ireland,62820.0,4.0
DEV21706,<35,Undergraduate,Man,Yes,Dev,12,7,United States of America,160000.0,11.0
DEV21707,<35,PhD,Man,No,Dev,8,8,United States of America,100000.0,4.0
DEV21708,<35,Undergraduate,Man,Yes,Dev,11,5,United States of America,85000.0,9.0
DEV21709,<35,Undergraduate,Man,Yes,Dev,14,7,United States of America,117505.0,25.0
DEV21710,>35,Undergraduate,Man,No,Dev,20,12,United Kingdom of Great Britain and Northern Ireland,57794.0,14.0
DEV21711,<35,Undergraduate,Man,No,Dev,12,7,United States of America,90000.0,4.0
DEV21712,<35,Other,Man,Yes,Dev,12,11,United States of America,90000.0,12.0
DEV21713,>35,Undergraduate,Man,No,Dev,11,10,United States of America,100000.0,2.0
DEV21714,>35,Master,Woman,No,Dev,2,1,United States of America,140000.0,9.0
DEV21715,>35,PhD,Man,Yes,Dev,30,25,United States of America,180000.0,11.0
DEV21716,>35,Undergraduate,Man,Yes,NotDev,11,10,United States of America,70000.0,14.0
DEV21717,<35,NoHigherEd,Man,No,Dev,13,5,Germany,58654.0,7.0
DEV21718,<35,Undergraduate,Man,Yes,Dev,15,11,Canada,62194.0,15.0
DEV21719,<35,Undergraduate,Man,Yes,Dev,5,4,United States of America,110000.0,22.0
DEV21720,>35,NoHigherEd,Man,No,Dev,41,32,Canada,117126.0,14.0
DEV21721,<35,Undergraduate,Woman,No,Dev,3,3,United States of America,160000.0,11.0
DEV21722,>35,NoHigherEd,Man,Yes,Dev,20,20,United Kingdom of Great Britain and Northern Ireland,84178.0,18.0
DEV21723,<35,Master,Man,No,Dev,12,5,United States of America,88800.0,4.0
DEV21724,>35,Master,Man,Yes,Dev,14,12,United States of America,165000.0,10.0
DEV21725,>35,Master,Woman,No,Dev,3,2,United States of America,85000.0,13.0
DEV21726,<35,Master,Man,No,Dev,12,8,United States of America,150000.0,32.0
DEV21727,>35,Undergraduate,Man,Yes,Dev,31,20,United States of America,215000.0,27.0
DEV21728,<35,Undergraduate,Man,No,Dev,8,4,United States of America,180000.0,17.0
DEV21729,<35,Undergraduate,Man,No,Dev,9,6,United States of America,155000.0,13.0
DEV21730,<35,Undergraduate,Woman,No,Dev,15,11,India,46430.0,8.0
DEV21731,>35,Undergraduate,Man,No,Dev,3,0,United States of America,70000.0,14.0
DEV21732,>35,Other,Man,No,Dev,16,16,United States of America,110000.0,12.0
DEV21733,<35,Other,Man,No,Dev,3,0,United States of America,70000.0,7.0
DEV21734,<35,Master,Man,No,Dev,6,5,United Kingdom of Great Britain and Northern Ireland,51512.0,5.0
DEV21735,<35,Master,Man,No,Dev,10,6,Germany,82116.0,19.0
DEV21736,>35,Undergraduate,Man,No,Dev,25,18,United States of America,170000.0,5.0
DEV21737,<35,Master,Man,No,Dev,17,12,United States of America,100000.0,32.0
DEV21738,>35,Undergraduate,Man,No,Dev,18,18,United States of America,175000.0,8.0
DEV21739,>35,Undergraduate,Man,Yes,Dev,25,13,Germany,73584.0,15.0
DEV21740,>35,Undergraduate,Man,No,NotDev,29,20,Canada,167881.0,27.0
DEV21741,>35,Undergraduate,Man,Yes,Dev,25,12,Canada,71837.0,15.0
DEV21742,<35,Undergraduate,Man,No,Dev,19,8,United States of America,85000.0,13.0
DEV21743,>35,Other,Man,Yes,Dev,12,10,United States of America,155000.0,24.0
DEV21744,<35,Master,Man,Yes,Dev,6,2,United States of America,70000.0,18.0
DEV21745,<35,Undergraduate,Man,No,Dev,11,5,India,67066.0,16.0
DEV21746,<35,Other,Woman,Yes,Dev,8,4,United States of America,80000.0,11.0
DEV21747,<35,Undergraduate,Man,No,Dev,9,3,India,12188.0,1.0
DEV21748,>35,Master,Man,Yes,Dev,21,11,United States of America,140000.0,8.0
DEV21749,>35,Undergraduate,Woman,No,Dev,40,39,Canada,93696.0,23.0
DEV21750,<35,Undergraduate,Man,Yes,Dev,11,5,United States of America,115000.0,19.0
DEV21751,<35,PhD,Man,No,NotDev,12,3,United States of America,190000.0,13.0
DEV21752,<35,Other,Man,Yes,Dev,7,0,United States of America,52000.0,9.0
DEV21753,>35,Undergraduate,Man,No,Dev,20,7,United States of America,150000.0,13.0
DEV21754,>35,Undergraduate,Man,Yes,Dev,30,25,United States of America,120000.0,26.0
DEV21755,>35,PhD,Man,No,NotDev,35,30,Germany,102372.0,9.0
DEV21756,<35,Undergraduate,Man,No,Dev,6,5,United States of America,80000.0,14.0
DEV21757,<35,Undergraduate,Man,No,Dev,18,12,United States of America,110000.0,15.0
DEV21758,>35,Other,Woman,Yes,Dev,13,10,United States of America,150000.0,23.0
DEV21759,<35,Other,Man,Yes,Dev,22,15,Canada,81207.0,8.0
DEV21760,<35,Master,Man,No,Dev,7,6,United Kingdom of Great Britain and Northern Ireland,188459.0,11.0
DEV21761,>35,Undergraduate,Man,No,Dev,6,4,Canada,70276.0,4.0
DEV21762,<35,Undergraduate,Man,No,Dev,10,3,United States of America,90000.0,9.0
DEV21763,<35,Master,Man,No,Dev,8,5,United States of America,165000.0,6.0
DEV21764,<35,Undergraduate,Man,No,Dev,9,8,United States of America,165000.0,11.0
DEV21765,>35,Master,Man,Yes,NotDev,32,8,United States of America,196000.0,17.0
DEV21766,<35,Other,Man,No,Dev,6,0,United States of America,10000.0,19.0
DEV21767,<35,Undergraduate,Man,Yes,Dev,15,9,United States of America,120000.0,13.0
DEV21768,<35,NoHigherEd,NonBinary,Yes,Dev,13,7,Germany,53109.0,3.0
DEV21769,<35,NoHigherEd,Man,Yes,Dev,3,0,Germany,36472.0,9.0
DEV21770,>35,NoHigherEd,Man,No,Dev,35,25,United States of America,140000.0,15.0
DEV21771,<35,Other,Man,No,Dev,12,8,United Kingdom of Great Britain and Northern Ireland,90460.0,17.0
DEV21772,<35,Master,Man,No,Dev,13,9,India,27729.0,24.0
DEV21773,>35,Undergraduate,Man,Yes,Dev,14,10,United States of America,200000.0,10.0
DEV21774,<35,Undergraduate,Man,Yes,Dev,5,0,United States of America,25000.0,26.0
DEV21775,>35,Undergraduate,Man,No,Dev,12,11,United States of America,200000.0,13.0
DEV21776,>35,Undergraduate,Man,Yes,Dev,30,23,United States of America,220000.0,25.0
DEV21777,<35,PhD,Man,No,Dev,8,2,United States of America,75000.0,10.0
DEV21778,<35,Undergraduate,Man,No,Dev,6,2,United States of America,95000.0,11.0
DEV21779,<35,Undergraduate,Man,No,Dev,13,7,Canada,117126.0,10.0
DEV21780,<35,Other,Woman,Yes,Dev,6,2,United States of America,90000.0,19.0
DEV21781,<35,Undergraduate,NonBinary,Yes,Dev,16,11,Canada,105414.0,8.0
DEV21782,<35,Undergraduate,Man,No,Dev,7,3,United States of America,120000.0,21.0
DEV21783,<35,Undergraduate,Man,No,Dev,10,3,United States of America,95000.0,8.0
DEV21784,>35,Undergraduate,Man,No,Dev,7,6,United States of America,136500.0,14.0
DEV21785,<35,Undergraduate,Man,Yes,Dev,18,8,Germany,47350.0,12.0
DEV21786,<35,Undergraduate,Man,No,Dev,7,0,United States of America,120000.0,10.0
DEV21787,<35,Other,Man,No,Dev,17,11,United States of America,80000.0,20.0
DEV21788,<35,Undergraduate,Man,Yes,Dev,12,9,United States of America,104000.0,17.0
DEV21789,>35,PhD,Man,Yes,Dev,25,9,United States of America,205000.0,10.0
DEV21790,>35,Master,Man,No,Dev,11,7,United States of America,190000.0,17.0
DEV21791,>35,Undergraduate,Man,No,Dev,22,22,Canada,85893.0,11.0
DEV21792,>35,PhD,Man,No,NotDev,14,10,United Kingdom of Great Britain and Northern Ireland,50256.0,7.0
DEV21793,>35,Undergraduate,Man,Yes,Dev,22,15,United States of America,110000.0,20.0
DEV21794,>35,Undergraduate,Man,No,Dev,21,9,United States of America,140000.0,21.0
DEV21795,>35,Other,NonBinary,Yes,Dev,33,27,United States of America,170000.0,12.0
DEV21796,>35,Master,Man,No,Dev,22,18,United States of America,100000.0,21.0
DEV21797,>35,Other,Man,Yes,Dev,9,8,United States of America,175000.0,5.0
DEV21798,<35,Master,Man,No,Dev,5,5,United States of America,135000.0,12.0
DEV21799,>35,Undergraduate,Man,No,Dev,25,23,United States of America,143800.0,4.0
DEV21800,>35,Undergraduate,Man,Yes,Dev,8,7,Canada,23424.0,16.0
DEV21801,>35,Undergraduate,Man,Yes,Dev,5,0,United States of America,80000.0,14.0
DEV21802,<35,Undergraduate,Man,Yes,Dev,6,5,United States of America,120000.0,8.0
DEV21803,>35,Undergraduate,Man,No,Dev,5,3,United States of America,117000.0,20.0
DEV21804,>35,Undergraduate,Man,No,Dev,25,14,United States of America,192000.0,17.0
DEV21805,>35,Undergraduate,Man,No,Dev,23,18,United States of America,180000.0,16.0
DEV21806,<35,Undergraduate,Man,Yes,Dev,8,6,United States of America,95000.0,11.0
DEV21807,>35,PhD,Man,No,Dev,15,8,United States of America,78000.0,7.0
DEV21808,>35,Undergraduate,Man,No,Dev,7,7,India,150.0,13.0
DEV21809,>35,PhD,Man,No,NotDev,27,15,United Kingdom of Great Britain and Northern Ireland,81666.0,11.0
DEV21810,>35,Master,Man,No,Dev,22,14,Germany,76783.0,8.0
DEV21811,<35,Undergraduate,Man,No,Dev,10,8,Canada,156168.0,20.0
DEV21812,<35,Undergraduate,Man,No,Dev,4,3,United States of America,120000.0,15.0
DEV21813,<35,Other,Man,No,Dev,7,6,India,36000.0,8.0
DEV21814,>35,Other,Man,No,Dev,20,6,United States of America,154000.0,34.0
DEV21815,<35,Undergraduate,Man,No,Dev,13,10,United States of America,143000.0,12.0
DEV21816,>35,PhD,Man,No,Dev,4,4,Germany,134445.0,7.0
DEV21817,<35,Master,Man,Yes,Dev,9,9,Canada,109318.0,9.0
DEV21818,>35,Other,Woman,Yes,Dev,9,8,Canada,60812.0,12.0
DEV21819,<35,Master,Man,No,Dev,14,10,United States of America,120000.0,35.0
DEV21820,<35,Master,Man,No,Dev,17,5,United States of America,108000.0,20.0
DEV21821,<35,Undergraduate,Man,No,Dev,7,1,United States of America,63800.0,11.0
DEV21822,>35,Undergraduate,Man,No,Dev,27,17,United States of America,135000.0,24.0
DEV21823,<35,Undergraduate,Man,Yes,Dev,13,10,United States of America,170000.0,12.0
DEV21824,<35,Undergraduate,Woman,No,NotDev,4,2,United States of America,54500.0,6.0
DEV21825,>35,Undergraduate,Man,No,Dev,7,6,United States of America,190000.0,13.0
DEV21826,<35,Undergraduate,Man,No,Dev,8,6,United States of America,132.0,19.0
DEV21827,>35,Master,Man,No,Dev,22,17,Canada,28116.0,37.0
DEV21828,<35,Undergraduate,Man,No,Dev,5,5,United States of America,133700.0,27.0
DEV21829,>35,PhD,Man,No,NotDev,39,37,United Kingdom of Great Britain and Northern Ireland,80409.0,14.0
DEV21830,<35,Undergraduate,Man,No,Dev,8,5,United States of America,125000.0,18.0
DEV21831,<35,Undergraduate,Man,Yes,Dev,10,8,United States of America,75000.0,5.0
DEV21832,>35,Other,Man,Yes,NotDev,40,27,United States of America,180000.0,8.0
DEV21833,>35,NoHigherEd,Man,No,Dev,15,12,Germany,66120.0,17.0
DEV21834,>35,Master,Man,No,Dev,10,4,United Kingdom of Great Britain and Northern Ireland,15077.0,4.0
DEV21835,<35,Undergraduate,Woman,Yes,Dev,6,5,United States of America,101000.0,26.0
DEV21836,>35,Master,Man,Yes,Dev,10,8,United States of America,114400.0,17.0
DEV21837,<35,Master,Man,Yes,Dev,12,6,United Kingdom of Great Britain and Northern Ireland,62820.0,20.0
DEV21838,>35,Undergraduate,Man,No,Dev,28,22,United States of America,130000.0,7.0
DEV21839,<35,Undergraduate,Man,No,Dev,9,5,United States of America,95000.0,6.0
DEV21840,>35,Undergraduate,Man,Yes,Dev,16,16,United States of America,210000.0,19.0
DEV21841,>35,Undergraduate,Man,No,Dev,22,17,Canada,97605.0,6.0
DEV21842,>35,NoHigherEd,Man,Yes,Dev,24,24,United States of America,200000.0,9.0
DEV21843,>35,Undergraduate,Man,Yes,Dev,10,4,United States of America,110000.0,5.0
DEV21844,<35,Undergraduate,Man,No,Dev,9,3,United States of America,82000.0,4.0
DEV21845,>35,Master,Man,No,Dev,39,25,Germany,90647.0,7.0
DEV21846,>35,Master,Man,No,Dev,12,10,Germany,90647.0,14.0
DEV21847,>35,PhD,Man,No,NotDev,22,15,Germany,74651.0,7.0
DEV21848,<35,Undergraduate,Man,No,Dev,13,9,United States of America,160000.0,22.0
DEV21849,<35,Undergraduate,Man,No,Dev,5,3,United Kingdom of Great Britain and Northern Ireland,45230.0,10.0
DEV21850,>35,Undergraduate,Man,No,Dev,22,22,Canada,78084.0,6.0
DEV21851,<35,Undergraduate,Man,Yes,NotDev,7,5,United States of America,85000.0,4.0
DEV21852,<35,Undergraduate,Man,Yes,Dev,20,10,United States of America,127000.0,19.0
DEV21853,>35,Undergraduate,Man,Yes,Dev,32,23,United States of America,170000.0,20.0
DEV21854,>35,Other,Man,No,Dev,20,20,United States of America,200000.0,18.0
DEV21855,>35,Undergraduate,Man,No,NotDev,37,26,United States of America,220000.0,19.0
DEV21856,>35,PhD,Man,No,Dev,45,32,United States of America,89000.0,2.0
DEV21857,<35,Undergraduate,Man,No,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,74755.0,12.0
DEV21858,<35,Undergraduate,Man,Yes,Dev,10,2,United States of America,85000.0,10.0
DEV21859,>35,Undergraduate,Man,No,Dev,20,16,United States of America,140000.0,15.0
DEV21860,>35,Undergraduate,Man,Yes,Dev,20,15,United States of America,120000.0,11.0
